year,team,seed,opponent,win margin,previous tournament,tournament two years back,win percent,wins in last 10,percent of wins away,coach tenure,total seasons coaching,coach final fours,coach championships,coach NBA draft picks,automatic bid,RPI,Sagarin/ SRS,SOS,Total Games,ppg,ppg allowed,Efficiency,Efficiency Allowed,Rbs Per Game,Rbs Per Game Allowed,Steals Per Game,Steals Per Game Allowed,Blocks Per Game,FG%,3-pt%,TS%,free throw rate,assists per game,freshmen play time,sophomore play time,junior play time,senior play time,opp_seed,opp_previous tournament,opp_tournament two years back,opp_win%,opp_wins in last 10,opp_percent of wins away,opp_coach tenure,opp_total seasons coaching,opp_coach final fours,opp_coach championships,opp_coach NBA draft picks,opp_automatic bid,opp_RPI,opp_Sagarin/ SRS,opp_SOS,opp_Total Games,opp_Points Scored Per Game,opp_Points Allowed Per Game,opp_Efficiency,opp_Efficiency Allowed,opp_Rbs Per Game,opp_Rbs Per Game Allowed,opp_Steals Per Game,opp_Steals Per Game Allowed,opp_Blocks Per Game,opp_FG%,opp_3-pt%,opp_TS%,opp_free throw rate,opp_assists per game,opp_freshmen play time,opp_sophomore play time,opp_junior play time,opp_senior play time,Round
1996,Kansas,2,south carolina st,38,1,1,0.852941176,7,0.310344828,8,8,2,0,6,0,,5,46,34,79.9,65.8,,,,,,,,,,,,,,,,,15,0,0,0.733333333,8,0.409090909,9,9,0,0,0,1,,198,304,30,71.6,63.8,,,,,,,,,,,,,,,,,1
1996,Wake Forest,2,louisiana-monroe,12,1,1,0.8125,8,0.230769231,7,10,0,0,3,1,,12,9,32,68.9,61.3,,,,,,,,,,,,,,,,,15,0,0,0.533333333,8,0.375,15,15,0,0,0,1,,172,196,30,76,74.9,,,,,,,,,,,,,,,,,1
1996,Arizona,3,valparasio,39,1,1,0.8125,8,0.307692308,13,23,2,0,28,0,,13,30,32,81.6,71.9,,,,,,,,,,,,,,,,,14,0,0,0.7,7,0.380952381,8,20,0,0,0,1,,197,283,30,78.4,74.3,,,,,,,,,,,,,,,,,1
1996,Georgia Tech,3,austin peay,11,0,0,0.666666667,9,0.333333333,15,21,1,0,18,0,,18,1,36,80.2,76,,,,,,,,,,,,,,,,,14,0,0,0.620689655,9,0.5,6,10,0,0,0,1,,150,206,29,77.8,74,,,,,,,,,,,,,,,,,1
1996,Texas Tech,3,northern illinois,1,0,0,0.9375,10,0.4,5,5,0,0,1,1,,25,109,32,82.2,69.4,,,,,,,,,,,,,,,,,14,0,0,0.666666667,7,0.35,5,11,0,0,2,1,,93,194,30,73.6,65.6,,,,,,,,,,,,,,,,,1
1996,Villanova,3,portland,34,1,0,0.787878788,7,0.461538462,4,8,0,0,0,0,,7,3,33,75.5,66.6,,,,,,,,,,,,,,,,,14,0,0,0.633333333,6,0.315789474,2,4,0,0,0,1,,124,144,30,74.6,72.7,,,,,,,,,,,,,,,,,1
1996,Marquette,4,monmouth,24,0,1,0.741935484,8,0.173913043,2,10,0,0,0,0,,27,78,31,72.9,63.4,,,,,,,,,,,,,,,,,13,0,0,0.666666667,7,0.45,9,12,0,0,1,1,,162,230,30,68.8,65.2,,,,,,,,,,,,,,,,,1
1996,Syracuse,4,montana st,33,1,1,0.763157895,8,0.206896552,20,20,1,0,23,0,,9,6,38,76.2,68.6,,,,,,,,,,,,,,,,,13,0,0,0.7,8,0.238095238,6,6,0,0,0,1,,74,182,30,80.2,70.3,,,,,,,,,,,,,,,,,1
1996,UCLA,4,princeton,-2,1,1,0.741935484,8,0.434782609,8,17,1,1,19,1,,29,45,31,77.4,70.6,,,,,,,,,,,,,,,,,13,0,0,0.75862069,9,0.454545455,29,30,0,0,18,1,,119,205,29,58.5,51.9,,,,,,,,,,,,,,,,,1
1996,Utah,4,canisius,29,1,0,0.794117647,7,0.37037037,7,12,0,0,4,0,,11,57,34,76,63.9,,,,,,,,,,,,,,,,,13,0,0,0.633333333,6,0.421052632,4,14,0,0,0,1,,130,170,30,65.8,63,,,,,,,,,,,,,,,,,1
1996,Iowa St,5,california,10,1,0,0.75,7,0.291666667,2,10,0,0,3,1,,51,47,32,67.1,63.4,,,,,,,,,,,,,,,,,12,0,1,0.62962963,6,0.411764706,4,4,0,0,2,0,,39,56,27,75.6,70.1,,,,,,,,,,,,,,,,,1
1996,Memphis,5,drexel,-12,1,0,0.714285714,6,0.25,10,10,0,0,6,0,,28,55,28,73.5,65.7,,,,,,,,,,,,,,,,,12,1,1,0.870967742,10,0.518518519,5,5,0,0,0,1,,47,223,31,82.6,66.6,,,,,,,,,,,,,,,,,1
1996,Mississippi St,5,virginia commonwealth,7,1,0,0.764705882,8,0.269230769,10,10,0,0,0,1,,20,26,34,73.1,65.6,,,,,,,,,,,,,,,,,12,0,0,0.727272727,9,0.291666667,7,20,0,0,16,1,,76,142,33,73.9,66.4,,,,,,,,,,,,,,,,,1
1996,Penn St,5,arkansas,-6,0,0,0.769230769,6,0.25,1,1,0,0,0,0,,17,59,26,74.8,64.1,,,,,,,,,,,,,,,,,12,1,1,0.606060606,4,0.15,11,16,3,1,12,0,,40,35,33,77.6,74,,,,,,,,,,,,,,,,,1
1996,Indiana,6,boston college,-13,1,1,0.620689655,7,0.277777778,25,31,2,2,36,0,,15,8,29,75.8,69.1,,,,,,,,,,,,,,,,,11,0,1,0.633333333,5,0.315789474,10,14,0,0,5,0,,19,21,30,78.2,70.5,,,,,,,,,,,,,,,,,1
1996,Iowa,6,george washington,2,0,0,0.75862069,7,0.363636364,10,25,0,0,14,0,,10,51,29,79.6,67.9,,,,,,,,,,,,,,,,,11,0,1,0.724137931,7,0.476190476,6,11,0,0,2,0,,57,92,29,78,72.7,,,,,,,,,,,,,,,,,1
1996,Louisville,6,tulsa,2,1,1,0.647058824,5,0.318181818,25,25,3,1,33,0,,22,16,34,76.1,70.8,,,,,,,,,,,,,,,,,11,1,1,0.733333333,8,0.5,1,1,0,0,0,1,,33,118,30,76.4,65,,,,,,,,,,,,,,,,,1
1996,UNC,6,new orleans,21,1,1,0.65625,4,0.333333333,35,35,5,2,69,0,,14,4,32,77.6,71,,,,,,,,,,,,,,,,,11,0,0,0.7,9,0.380952381,2,2,0,0,1,1,,85,119,30,72.6,68.1,,,,,,,,,,,,,,,,,1
1996,Maryland,7,santa clara,-12,1,1,0.566666667,5,0.235294118,7,18,0,0,14,0,,24,15,30,81.3,76.3,,,,,,,,,,,,,,,,,10,1,0,0.689655172,7,0.35,4,4,0,0,0,0,,59,87,29,70.8,66.1,,,,,,,,,,,,,,,,,1
1996,Michigan,7,texas,-4,0,1,0.633333333,5,0.315789474,8,8,3,1,10,0,,23,28,30,71.3,64.9,,,,,,,,,,,,,,,,,10,1,1,0.677419355,7,0.380952381,8,25,0,0,9,0,,36,76,31,81.8,74.4,,,,,,,,,,,,,,,,,1
1996,New Mexico,7,kansas st,21,0,0,0.870967742,10,0.259259259,8,21,0,0,10,1,,41,95,31,77.7,69.6,,,,,,,,,,,,,,,,,10,0,0,0.586206897,4,0.352941176,2,8,0,0,1,0,,68,41,29,68.1,68.1,,,,,,,,,,,,,,,,,1
1996,Temple,7,oklahoma,18,1,1,0.606060606,7,0.5,14,24,0,0,11,0,,45,20,33,60,58.2,,,,,,,,,,,,,,,,,10,1,0,0.586206897,6,0.294117647,2,13,0,0,1,0,,35,52,29,79,73.1,,,,,,,,,,,,,,,,,1
1996,Bradley,8,stanford,-8,0,0,0.733333333,8,0.363636364,5,7,0,0,0,0,,55,93,30,71.2,65,,,,,,,,,,,,,,,,,9,1,0,0.714285714,8,0.3,10,18,0,0,7,0,,26,58,28,75.2,66.7,,,,,,,,,,,,,,,,,1
1996,Duke,8,eastern michigan,-15,0,1,0.580645161,6,0.166666667,16,21,7,2,23,0,,21,12,31,75.4,69.8,,,,,,,,,,,,,,,,,9,0,0,0.8,7,0.375,11,19,0,0,2,1,,42,91,30,82.8,74.9,,,,,,,,,,,,,,,,,1
1996,Georgia  ,8,clemson,7,0,0,0.677419355,8,0.19047619,1,5,0,0,1,0,,39,60,31,82.7,76.4,,,,,,,,,,,,,,,,,9,0,0,0.607142857,5,0.176470588,2,9,0,0,4,0,,32,32,28,68,63,,,,,,,,,,,,,,,,,1
1996,UW-Green Bay,8,virginia tech,-13,1,1,0.862068966,9,0.4,1,5,0,0,0,0,,62,155,29,64.9,56,,,,,,,,,,,,,,,,,9,0,0,0.793103448,7,0.304347826,5,29,0,0,10,0,,43,84,29,70.2,62.9,,,,,,,,,,,,,,,,,1
1996,Kentucky,1,virginia tech,24,1,1,0.944444444,9,0.264705882,7,14,2,0,8,0,,1,13,36,91.4,69.4,,,,,,,,,,,,,,,,,9,0,0,0.793103448,7,0.304347826,5,29,0,0,10,0,,43,84,29,70.2,62.9,,,,,,,,,,,,,,,,,2
1996,Massachusetts,1,stanford,5,1,1,0.945945946,9,0.542857143,8,8,0,0,1,1,,6,25,37,74.8,62.4,,,,,,,,,,,,,,,,,9,1,0,0.714285714,8,0.3,10,18,0,0,7,0,,26,58,28,75.2,66.7,,,,,,,,,,,,,,,,,2
1996,Purdue,1,georgia  ,-7,1,1,0.8125,9,0.384615385,16,18,0,0,13,1,,16,29,32,73.1,64.3,,,,,,,,,,,,,,,,,8,0,0,0.677419355,8,0.19047619,1,5,0,0,1,0,,39,60,31,82.7,76.4,,,,,,,,,,,,,,,,,2
1996,Uconn,1,e michigan,14,1,1,0.914285714,9,0.40625,10,24,0,0,13,1,,2,31,35,82.6,64.7,,,,,,,,,,,,,,,,,9,0,0,0.8,7,0.375,11,19,0,0,2,1,,42,91,30,82.8,74.9,,,,,,,,,,,,,,,,,2
1996,Cincinnati,2,temple,13,1,1,0.84375,7,0.333333333,7,15,1,0,4,1,,4,42,32,79.6,65.2,,,,,,,,,,,,,,,,,7,1,1,0.606060606,7,0.5,14,24,0,0,11,0,,45,20,33,60,58.2,,,,,,,,,,,,,,,,,2
1996,Georgetown,2,new mexico  ,11,1,1,0.783783784,7,0.24137931,24,24,3,1,23,0,,3,17,37,81.8,69,,,,,,,,,,,,,,,,,7,0,0,0.870967742,10,0.259259259,8,21,0,0,10,1,,41,95,31,77.7,69.6,,,,,,,,,,,,,,,,,2
1996,Kansas,2,santa clara,25,1,1,0.852941176,7,0.310344828,8,8,2,0,6,0,,5,46,34,79.9,65.8,,,,,,,,,,,,,,,,,10,1,0,0.689655172,7,0.35,4,4,0,0,0,0,,59,87,29,70.8,66.1,,,,,,,,,,,,,,,,,2
1996,Wake Forest,2,texas,3,1,1,0.8125,8,0.230769231,7,10,0,0,3,1,,12,9,32,68.9,61.3,,,,,,,,,,,,,,,,,10,1,1,0.677419355,7,0.380952381,8,25,0,0,9,0,,36,76,31,81.8,74.4,,,,,,,,,,,,,,,,,2
1996,Arizona,3,iowa,14,1,1,0.8125,8,0.307692308,13,23,2,0,28,0,,13,30,32,81.6,71.9,,,,,,,,,,,,,,,,,6,0,0,0.75862069,7,0.363636364,10,25,0,0,14,0,,10,51,29,79.6,67.9,,,,,,,,,,,,,,,,,2
1996,Georgia Tech,3,boston college,14,0,0,0.666666667,9,0.333333333,15,21,1,0,18,0,,18,1,36,80.2,76,,,,,,,,,,,,,,,,,11,0,1,0.633333333,5,0.315789474,10,14,0,0,5,0,,19,21,30,78.2,70.5,,,,,,,,,,,,,,,,,2
1996,Texas Tech,3,unc,19,0,0,0.9375,10,0.4,5,5,0,0,1,1,,25,109,32,82.2,69.4,,,,,,,,,,,,,,,,,6,1,1,0.65625,4,0.333333333,35,35,5,2,69,0,,14,4,32,77.6,71,,,,,,,,,,,,,,,,,2
1996,Villanova,3,louisville,-4,1,0,0.787878788,7,0.461538462,4,8,0,0,0,0,,7,3,33,75.5,66.6,,,,,,,,,,,,,,,,,6,1,1,0.647058824,5,0.318181818,25,25,3,1,33,0,,22,16,34,76.1,70.8,,,,,,,,,,,,,,,,,2
1996,Marquette,4,arkansas ,-9,0,1,0.741935484,8,0.173913043,2,10,0,0,0,0,,27,78,31,72.9,63.4,,,,,,,,,,,,,,,,,12,1,1,0.606060606,4,0.15,11,16,3,1,12,0,,40,35,33,77.6,74,,,,,,,,,,,,,,,,,2
1996,Syracuse,4,drexel,11,1,1,0.763157895,8,0.206896552,20,20,1,0,23,0,,9,6,38,76.2,68.6,,,,,,,,,,,,,,,,,12,1,1,0.870967742,10,0.518518519,5,5,0,0,0,1,,47,223,31,82.6,66.6,,,,,,,,,,,,,,,,,2
1996,Utah,4,iowa st,6,1,0,0.794117647,7,0.37037037,7,12,0,0,4,0,,11,57,34,76,63.9,,,,,,,,,,,,,,,,,5,1,0,0.75,7,0.291666667,2,10,0,0,3,1,,51,47,32,67.1,63.4,,,,,,,,,,,,,,,,,2
1996,Mississippi St,5,princeton,22,1,0,0.764705882,8,0.269230769,10,10,0,0,0,1,,20,26,34,73.1,65.6,,,,,,,,,,,,,,,,,13,0,0,0.75862069,9,0.454545455,29,30,0,0,18,1,,119,205,29,58.5,51.9,,,,,,,,,,,,,,,,,2
1996,Kentucky,1,utah,31,1,1,0.944444444,9,0.264705882,7,14,2,0,8,0,,1,13,36,91.4,69.4,,,,,,,,,,,,,,,,,4,1,0,0.794117647,7,0.37037037,7,12,0,0,4,0,,11,57,34,76,63.9,,,,,,,,,,,,,,,,,3
1996,Massachusetts,1,arkansas,16,1,1,0.945945946,9,0.542857143,8,8,0,0,1,1,,6,25,37,74.8,62.4,,,,,,,,,,,,,,,,,12,1,1,0.606060606,4,0.15,11,16,3,1,12,0,,40,35,33,77.6,74,,,,,,,,,,,,,,,,,3
1996,Uconn,1,mississippi st,-5,1,1,0.914285714,9,0.40625,10,24,0,0,13,1,,2,31,35,82.6,64.7,,,,,,,,,,,,,,,,,5,1,0,0.764705882,8,0.269230769,10,10,0,0,0,1,,20,26,34,73.1,65.6,,,,,,,,,,,,,,,,,3
1996,Cincinnati,2,georgia tech,17,1,1,0.84375,7,0.333333333,7,15,1,0,4,1,,4,42,32,79.6,65.2,,,,,,,,,,,,,,,,,3,0,0,0.666666667,9,0.333333333,15,21,1,0,18,0,,18,1,36,80.2,76,,,,,,,,,,,,,,,,,3
1996,Georgetown,2,texas tech,8,1,1,0.783783784,7,0.24137931,24,24,3,1,23,0,,3,17,37,81.8,69,,,,,,,,,,,,,,,,,3,0,0,0.9375,10,0.4,5,5,0,0,1,1,,25,109,32,82.2,69.4,,,,,,,,,,,,,,,,,3
1996,Kansas,2,arizona  ,3,1,1,0.852941176,7,0.310344828,8,8,2,0,6,0,,5,46,34,79.9,65.8,,,,,,,,,,,,,,,,,3,1,1,0.8125,8,0.307692308,13,23,2,0,28,0,,13,30,32,81.6,71.9,,,,,,,,,,,,,,,,,3
1996,Wake Forest,2,louisville,1,1,1,0.8125,8,0.230769231,7,10,0,0,3,1,,12,9,32,68.9,61.3,,,,,,,,,,,,,,,,,6,1,1,0.647058824,5,0.318181818,25,25,3,1,33,0,,22,16,34,76.1,70.8,,,,,,,,,,,,,,,,,3
1996,Syracuse,4,georgia  ,2,1,1,0.763157895,8,0.206896552,20,20,1,0,23,0,,9,6,38,76.2,68.6,,,,,,,,,,,,,,,,,8,0,0,0.677419355,8,0.19047619,1,5,0,0,1,0,,39,60,31,82.7,76.4,,,,,,,,,,,,,,,,,3
1996,Kentucky,1,wake forest,20,1,1,0.944444444,9,0.264705882,7,14,2,0,8,0,,1,13,36,91.4,69.4,,,,,,,,,,,,,,,,,2,1,1,0.8125,8,0.230769231,7,10,0,0,3,1,,12,9,32,68.9,61.3,,,,,,,,,,,,,,,,,4
1996,Massachusetts,1,georgetown,24,1,1,0.945945946,9,0.542857143,8,8,0,0,1,1,,6,25,37,74.8,62.4,,,,,,,,,,,,,,,,,2,1,1,0.783783784,7,0.24137931,24,24,3,1,23,0,,3,17,37,81.8,69,,,,,,,,,,,,,,,,,4
1996,Cincinnati,2,mississippi st,-10,1,1,0.84375,7,0.333333333,7,15,1,0,4,1,,4,42,32,79.6,65.2,,,,,,,,,,,,,,,,,5,1,0,0.764705882,8,0.269230769,10,10,0,0,0,1,,20,26,34,73.1,65.6,,,,,,,,,,,,,,,,,4
1996,Kansas,2,syracuse,-3,1,1,0.852941176,7,0.310344828,8,8,2,0,6,0,,5,46,34,79.9,65.8,,,,,,,,,,,,,,,,,4,1,1,0.763157895,8,0.206896552,20,20,1,0,23,0,,9,6,38,76.2,68.6,,,,,,,,,,,,,,,,,4
1996,Kentucky,1,massachusettes,7,1,1,0.944444444,9,0.264705882,7,14,2,0,8,0,,1,13,36,91.4,69.4,,,,,,,,,,,,,,,,,1,1,1,0.945945946,9,0.542857143,8,8,0,0,1,1,,6,25,37,74.8,62.4,,,,,,,,,,,,,,,,,5
1996,Syracuse,4,missisippi st,8,1,1,0.763157895,8,0.206896552,20,20,1,0,23,0,,9,6,38,76.2,68.6,,,,,,,,,,,,,,,,,5,1,0,0.764705882,8,0.269230769,10,10,0,0,0,1,,20,26,34,73.1,65.6,,,,,,,,,,,,,,,,,5
1996,Kentucky,1,syracuse,9,1,1,0.944444444,9,0.264705882,7,14,2,0,8,0,,1,13,36,91.4,69.4,,,,,,,,,,,,,,,,,4,1,1,0.763157895,8,0.206896552,20,20,1,0,23,0,,9,6,38,76.2,68.6,,,,,,,,,,,,,,,,,6
1997,Kansas,1,jackson st,14,1,1,0.944444444,10,0.294117647,9,9,2,0,6,1,,2,39,36,84.94444444,66.11111111,113,87.9,42.38888889,32.08333333,9.75,8.583333333,6.166666667,48.8,38.1,56.6,45.2,16.6,5.2,14.29801325,17.58163265,24.63492063,16,0,0,0.466666667,9,0.285714286,8,10,0,0,2,1,,249,264,30,71.36666667,74.93333333,94.3,99,38.83333333,39.1,8.366666667,9.2,3.233333333,43.2,30.9,49.7,41,13.5,11.43333333,4.954545455,8.595375723,9.736842105,1
1997,Kentucky,1,montana,38,1,1,0.875,9,0.342857143,8,15,3,1,12,1,,1,23,40,83.125,62.8,112.1,84.7,39.425,34.25,12,6.4,5,47.1,36.9,55,31.3,19.4,11.22222222,23.90526316,10.41935484,25.80412371,16,0,0,0.65625,8,0.333333333,6,6,0,0,0,1,,137,185,32,73.09375,68.5,102,95.6,37.90625,35.625,8.15625,7.53125,2.875,46.8,39.5,53.3,37.8,14.9,7.188679245,18.4494382,20.96296296,21.29133858,1
1997,Minnesota,1,texas st,32,0,1,0.885714286,9,0.322580645,11,17,0,0,6,1,,3,24,35,78.31428571,63.37142857,109,88.2,39.2,33.94285714,9.114285714,7,3.171428571,47.9,34.6,54.8,39.4,16,8.763157895,20.73509934,27.28571429,19.54285714,16,0,0,0.551724138,6,0.1875,3,3,0,0,0,1,,220,268,29,70.51724138,69.44827586,100.4,98.9,37.86206897,33.89655172,6.379310345,6.896551724,2.206896552,44.2,36.2,53.6,43.6,11.6,18.02272727,21.96551724,8.340206186,21.07051282,1
1997,UNC,1,fairfield,8,1,1,0.8,10,0.357142857,36,36,5,2,70,1,,4,2,35,77.4,66.68571429,111.4,96,41.57142857,32.2,7.457142857,7.314285714,4.057142857,47.9,37.2,55,33.5,18.1,13.19277108,27.36363636,14.25471698,30.77142857,16,0,0,0.366666667,5,0.545454545,6,13,0,0,1,1,,191,172,30,66.36666667,69.16666667,96,100.1,35.5,35.63333333,7.3,7.6,3.566666667,42.9,33.2,50.8,45.3,12.9,17.16,19.74698795,22.72222222,19.15447154,1
1997,Duke,2,murray st,3,1,0,0.727272727,7,0.291666667,17,22,7,2,23,0,,5,21,33,79.66666667,66.21212121,113.5,94.3,33.84848485,36.63636364,8.484848485,5.545454545,3.96969697,46.2,38.9,56.6,41.3,14.3,11.94318182,20.46296296,23.95327103,20.76344086,15,0,1,0.666666667,7,0.25,2,2,0,0,1,1,,180,276,30,78.63333333,72.46666667,109.4,100.8,38.96666667,38.03333333,7.233333333,5,2.3,44.7,35.9,53.9,34.9,15.4,15.1372549,36.13333333,27.28813559,14.3986014,1
1997,South Carolina,2,coppin st,-13,0,0,0.741935484,8,0.47826087,4,11,0,0,2,0,,27,52,31,74.41935484,67.03225806,109.3,98.4,36.96774194,34.51612903,7.096774194,7.225806452,3.258064516,45,36.7,55.3,45.9,13.4,9.016129032,22.92307692,23.38709677,25.24193548,15,0,0,0.709677419,9,0.409090909,11,11,0,0,0,1,,156,270,31,79.12903226,72.5483871,104.8,96.1,35.58064516,35.80645161,9.290322581,7.516129032,3.322580645,46.4,33.3,55.8,45.5,12.6,5.894736842,16.66304348,23.5,20.12195122,1
1997,UCLA,2,charleston southern,34,1,1,0.75,9,0.333333333,1,1,0,0,0,1,,18,11,32,79.9375,73.75,107.6,99.3,37.875,33.84375,8.09375,7.3125,3.84375,52,34.3,58.3,47.3,16.7,2.388888889,17.07246377,30.04210526,25.89130435,15,0,0,0.566666667,7,0.470588235,1,1,0,0,0,1,,214,238,30,71.7,70.06666667,100.3,98,35.9,38.63333333,7.533333333,7.4,3.033333333,42.7,34.9,52.3,39.3,15.5,19.13333333,13.38961039,8.782608696,22.83510638,1
1997,Utah,2,navy,14,1,1,0.878787879,10,0.344827586,8,13,0,0,4,1,,11,76,33,74.42424242,61.63636364,110.2,91.3,37.87878788,31.39393939,6.272727273,6.212121212,3.272727273,49.6,35.9,57.8,40,17.4,12.25,26.97979798,26.54545455,31.5,15,0,0,0.689655172,9,0.3,5,26,0,0,17,1,,173,253,29,72.31034483,67.44827586,102.4,95.6,39,32.03448276,8.379310345,6.24137931,1.75862069,43.3,33.7,50.8,33.8,15.8,7.717391304,8.085714286,18.37724551,24.05747126,1
1997,Cincinnati,3,butler,17,1,1,0.764705882,7,0.269230769,8,16,1,0,4,0,,8,75,34,80.67647059,65.47058824,115,93.3,39.85294118,30.61764706,7.735294118,6.264705882,2.941176471,49.6,33.2,57.7,47.6,15.4,15.81578947,11.84375,25.28787879,22.82291667,14,0,0,0.696969697,9,0.391304348,8,8,0,0,0,1,,75,142,33,69.66666667,60.72727273,103.6,90.3,35.96969697,33.27272727,6.303030303,7,3.727272727,44.9,36.4,53.9,53,13.1,12.67901235,6.154929577,26.92307692,16.31531532,1
1997,Georgia,3,chattanooga,-3,1,0,0.727272727,7,0.375,2,6,0,0,3,0,,39,57,33,72,65.93939394,106.5,97.5,38.66666667,34.54545455,6.090909091,7.363636364,3.696969697,43.8,36.5,53.9,42.4,14.3,6.136363636,25.3030303,16.368,11.69411765,14,0,1,0.685714286,7,0.25,12,12,0,0,0,1,,117,220,35,76.57142857,65.17142857,111.9,95.3,38.6,31.28571429,8.228571429,6.628571429,2.371428571,46.3,33.4,55,41.2,15.2,15.91304348,26.38888889,8.395833333,24.62837838,1
1997,New Mexico,3,old dominion,4,1,0,0.757575758,6,0.2,9,22,0,0,10,0,,25,93,33,75.81818182,63.54545455,113.8,95.4,35.75757576,33.36363636,7.03030303,5.818181818,3.96969697,48,37.3,58.4,42.6,16,25.62068966,21.64748201,20,23.81818182,14,0,1,0.666666667,7,0.318181818,3,8,0,0,0,1,,103,145,33,71,66.81818182,101.6,95.7,39.09090909,37.3030303,8,7.666666667,6.636363636,44.5,32,52.2,38.5,14.9,7.323076923,21.2345679,31.60606061,26.37878788,1
1997,Wake Forest,3,st marys,22,1,1,0.774193548,5,0.416666667,8,11,0,0,3,0,,7,9,31,68.96774194,58.29032258,106.5,90,38.35483871,32.22580645,4.129032258,6.322580645,5.870967742,46.5,36.3,56.3,43.2,13,10.57894737,16.19354839,26.10606061,22.66216216,14,0,0,0.741935484,9,0.391304348,6,6,0,0,0,0,,110,152,31,70.58064516,65.06451613,104.3,96.2,34.48387097,34.77419355,6.451612903,7.290322581,4.129032258,46.9,36.5,56.8,46.8,16.9,12.78217822,23.07692308,21.63291139,0,1
1997,Arizona,4,south alabama,8,1,1,0.735294118,6,0.16,14,24,2,0,31,0,,6,5,34,83.88235294,73.26470588,108.4,94.7,40.32352941,38.05882353,10.52941176,7.323529412,2.941176471,45.3,37,53.3,40.7,16.7,18.60795455,27.23880597,31.73684211,0,13,0,0,0.766666667,9,0.260869565,2,12,0,0,9,1,,96,211,30,66.23333333,56.63333333,106.8,91.3,37.7,29.86666667,6.066666667,5.966666667,3.833333333,44.6,36.9,53.3,46.5,12.5,4.075,16.28787879,29.24409449,21.32727273,1
1997,Clemson,4,miami oh,12,1,0,0.696969697,4,0.304347826,3,10,0,0,4,0,,12,8,33,68.15151515,61.45454545,106.2,95.8,34.48484848,30.03030303,6.848484848,6.272727273,2.515151515,44.3,31,52.9,45.7,13.8,11.2295082,20.98888889,28.57894737,23.48979592,13,0,1,0.7,9,0.285714286,1,12,0,0,2,1,,63,131,30,73.36666667,65,108,95.7,37.1,30.23333333,7.066666667,6,2.866666667,47.3,36.7,55.2,35.9,14.7,20.30645161,31.10169492,0,18.96732026,1
1997,St Joseph's,4,pacific,10,0,0,0.787878788,9,0.307692308,2,2,0,0,0,1,,40,44,33,71.24242424,66,105.6,97.8,36.06060606,35.51515152,7.242424242,5.848484848,2.393939394,41.2,37.1,52.4,38.3,14,16.54411765,1.307692308,29.16666667,21.96460177,13,0,0,0.8,7,0.375,9,12,0,0,0,1,,66,174,30,72.86666667,60,110.7,91.2,34.6,31.03333333,6.8,6.366666667,2.633333333,47.2,38.6,57.1,38.4,16.6,5.789473684,16.40268456,28,0,1
1997,Villanova,4,long island brooklyn,10,1,1,0.705882353,6,0.333333333,5,9,0,0,1,0,,16,16,34,75.05882353,67.91176471,107.3,97.1,40.55882353,33.73529412,8.441176471,8.205882353,6,46.2,32.7,54.7,43.5,15.2,16.18644068,18.21359223,0,29.83168317,13,0,0,0.7,8,0.380952381,2,3,0,0,0,1,,101,205,30,91.53333333,83.56666667,109.2,99.7,40.8,46.23333333,13.2,6.7,2.466666667,43.5,33.6,52,31.3,16.9,24.05128205,8.988764045,37.3,22.33898305,1
1997,Boston College,5,valparasio,7,1,0,0.709677419,8,0.409090909,11,15,0,0,5,1,,47,60,31,74.35483871,69.12903226,106.9,99.4,38.51612903,33.32258065,7.709677419,6.741935484,2.806451613,45.2,37.1,54.9,45.8,13.2,2.909090909,18.44680851,27.46236559,18.07207207,12,1,0,0.774193548,8,0.375,9,21,0,0,0,1,,105,216,31,76,66.06451613,109.9,95.6,38.35483871,32.80645161,7.967741935,6.806451613,2.774193548,47,38.9,55.3,41,15.5,17.94666667,21.375,22.84313725,0,1
1997,California,5,princeton,3,1,0,0.71875,7,0.304347826,1,20,0,0,2,0,,13,13,32,75.0625,67.84375,102.7,92.9,38.0625,35.6875,8.46875,7.40625,4.1875,45.7,32.6,52.8,40.4,16.3,3.980769231,18.87671233,22.31325301,24.52,12,1,0,0.857142857,10,0.583333333,1,1,0,0,0,1,,78,182,28,64.75,53.42857143,111.6,92.1,25.17857143,29.10714286,7.178571429,5.678571429,1.75,50,37.5,61.8,33.9,14.1,4.228571429,28.81818182,20.40776699,17.32941176,1
1997,Maryland,5,charleston,-9,1,1,0.65625,4,0.333333333,8,19,0,0,14,0,,10,20,32,75.1875,66.75,101.1,89.7,38.34375,34.125,8.8125,7.1875,3.5,46.4,31.2,53.9,50.2,16.2,2.842105263,24.55813953,26.171875,20.93150685,12,0,0,0.90625,10,0.379310345,18,18,0,0,0,1,,85,246,32,78.25,65.875,110.9,93.4,35.625,34.4375,9.125,6.46875,4.5625,49,36.2,54.9,40.2,16.2,2,14.04054054,23.35416667,31.9375,1
1997,Tulsa,5,boston,29,1,1,0.705882353,6,0.333333333,2,2,0,0,0,0,,22,74,34,72.44117647,62.97058824,104,90.4,41,34.64705882,7.941176471,8.705882353,3.735294118,43.8,34.1,52.9,43.5,15.1,12.10191083,19.88157895,5.666666667,26.32835821,12,0,0,0.833333333,9,0.44,3,5,0,0,0,1,,118,179,30,67.33333333,61.96666667,97.5,89.8,36.7,36.46666667,7.633333333,5.633333333,4.466666667,43.3,29.9,51.5,35.7,14.8,14.87209302,35.6,18.84,26.91860465,1
