year,team,seed,opponent,win margin,previous tournament,tournament two years back,win percent,wins in last 10,percent of wins away,coach tenure,total seasons coaching,coach final fours,coach championships,coach NBA draft picks,automatic bid,RPI,Sagarin/ SRS,SOS,Total Games,ppg,ppg allowed,Efficiency,Efficiency Allowed,Rbs Per Game,Rbs Per Game Allowed,Steals Per Game,Steals Per Game Allowed,Blocks Per Game,FG%,3-pt%,TS%,free throw rate,assists per game,freshmen play time,sophomore play time,junior play time,senior play time,opp_seed,opp_previous tournament,opp_tournament two years back,opp_win%,opp_wins in last 10,opp_percent of wins away,opp_coach tenure,opp_total seasons coaching,opp_coach final fours,opp_coach championships,opp_coach NBA draft picks,opp_automatic bid,opp_RPI,opp_Sagarin/ SRS,opp_SOS,opp_Total Games,opp_Points Scored Per Game,opp_Points Allowed Per Game,opp_Efficiency,opp_Efficiency Allowed,opp_Rbs Per Game,opp_Rbs Per Game Allowed,opp_Steals Per Game,opp_Steals Per Game Allowed,opp_Blocks Per Game,opp_FG%,opp_3-pt%,opp_TS%,opp_free throw rate,opp_assists per game,opp_freshmen play time,opp_sophomore play time,opp_junior play time,opp_senior play time,Round
2003,Dayton,4,tulsa,-7,0,0,0.8,9,0.375,9,15,0,0,0,1,13,33,54,30,72.73333333,66.9,112.2,103.2,38.36666667,33.33333333,5.3,5.833333333,2.933333333,45.1,35.9,55.7,40.9,15.1,5.623376623,23.75,27.89361702,25.73333333,13,1,0,0.696969697,9,0.347826087,2,2,0,0,0,1,64,57,124,33,73.42424242,65.3030303,106.3,94.5,40.12121212,38.09090909,7.333333333,6.787878788,4.818181818,46.5,36.7,55.6,32.8,14.8,7.363636364,19.02173913,33.84848485,26.9109589,1
2003,Illinois,4,western kentucky,5,1,1,0.78125,8,0.2,3,10,0,0,3,1,18,12,55,32,74.625,61.5625,109.9,90.7,38.25,36.09375,7.09375,5.6875,3.125,47.9,36.6,57.4,33.6,18,23.56666667,16.58181818,2.903225806,26.74193548,13,1,1,0.727272727,10,0.291666667,5,5,0,0,0,1,58,60,135,33,73.63636364,66.48484848,106.2,95.9,38.21212121,35.75757576,7.090909091,6.090909091,3.636363636,46.1,36.5,55.3,37.1,14.3,12.30327869,18.84,29.73529412,26.71568627,1
2003,Louisville,4,austin peay,22,0,0,0.78125,6,0.36,2,17,4,1,14,1,11,9,26,32,81.625,68.65625,112.3,94.5,40.40625,39.09375,7.375,5.75,4.625,46.3,36.2,56.4,39.5,16.5,16.26190476,7.938271605,16.21100917,25.98913043,13,0,0,0.741935484,9,0.260869565,13,17,0,0,2,1,73,109,179,31,71.09677419,67.77419355,103.9,99,38.25806452,36.4516129,7.258064516,6.806451613,4.612903226,46,34.7,55.3,43.6,13.7,16.11009174,18.02352941,30.65591398,6.708333333,1
2003,Stanford,4,san diego,8,1,1,0.727272727,7,0.291666667,17,25,1,0,14,0,21,29,28,33,72.45454545,67.57575758,105.2,98.2,41.60606061,37.42424242,5.363636364,6.515151515,3.575757576,44.2,35.6,53.2,35.1,14.6,7.853211009,25.86138614,19.22115385,35.09090909,13,0,0,0.6,8,0.555555556,9,11,0,0,0,1,82,87,97,30,75.5,71.43333333,103.6,98,42.06666667,37.16666667,5.4,7.733333333,3.366666667,47,37.9,56.6,48.5,16.5,9.888888889,18.92307692,26.4,29.73033708,1
2003,Mississippi St,5,butler,-1,1,0,0.677419355,6,0.238095238,5,5,0,0,1,0,24,20,18,31,69.38709677,59.74193548,104.4,89.9,40.16129032,34.19354839,8.64516129,7.580645161,3.741935484,46.9,34.1,54.4,31.6,14.4,9.363636364,16.02020202,28.19626168,33.09677419,12,0,1,0.818181818,8,0.444444444,2,2,0,0,0,0,35,30,133,33,67.54545455,60.18181818,112.2,100,30.63636364,32.96969697,6.303030303,4.96969697,1.787878788,47.5,39.1,58.3,32.1,12.7,10.17241379,1,18.53153153,25.88965517,1
2003,Notre Dame,5,wisconsin milwaukee,1,1,1,0.705882353,4,0.291666667,3,8,0,0,2,0,14,14,7,34,79.17647059,71.29411765,109.1,98.2,41.61764706,42.5,7.294117647,6.823529412,5.558823529,44.6,38.5,55.7,36.7,16.4,17.26373626,25.87837838,15.671875,30.98701299,12,0,0,0.75,8,0.458333333,2,11,0,0,0,1,45,45,116,32,77.0625,69.9375,107.8,97.9,37.9375,37.6875,8.84375,7.75,3.5625,47.1,35.4,56.5,36.7,16.9,5.962025316,18.3125,28.5625,23.31052632,1
2003,Uconn,5,byu,5,1,0,0.696969697,6,0.260869565,17,31,1,1,20,0,28,19,47,33,79.45454545,71.24242424,108.3,97.1,45.6969697,42.81818182,5.818181818,7.545454545,7.545454545,46.9,38.6,54.4,35.7,15.2,14.58208955,23.90909091,18.15625,14.17741935,12,0,1,0.71875,7,0.347826087,6,6,0,0,0,0,19,31,24,32,71.84375,63.5,108.9,96.2,38.96875,34.34375,6.9375,5.40625,2.5625,46.3,37.5,57,46,13.4,17.44067797,16.95151515,21.55752212,6.791666667,1
2003,Wisconsin,5,weber st,7,1,1,0.75,7,0.25,2,19,0,0,0,0,25,16,59,32,70.3125,59.34375,111.1,93.8,35.125,33.53125,6.90625,4.6875,2.75,46.3,35.7,55.7,35.9,13.2,16.27966102,24.57303371,17.25,34.96875,12,0,0,0.8125,10,0.5,4,8,0,0,0,1,41,61,178,32,74.53125,67.625,110.3,100.1,35.96875,34,6.59375,5.5,0.75,46.8,32.8,56.8,47.7,14,2,4.894736842,21.79365079,22.82105263,1
2003,Creighton,6,central michigan,-6,1,1,0.852941176,8,0.310344828,9,14,0,0,1,1,23,21,115,34,79.05882353,64.76470588,113.8,93.2,36.26470588,35.5,8.323529412,6.529411765,4.5,49.8,39,58.9,34.6,16.9,11.63736264,19.40517241,17.88970588,31.82352941,11,0,0,0.78125,9,0.36,6,7,0,0,0,1,44,48,128,32,79.78125,73.3125,110.3,101.4,36.625,34.5,7.40625,8.4375,3.75,50.4,39,61.1,46,15.8,6.692982456,20.09302326,13.67307692,26.1796875,1
2003,Maryland,6,unc wilmington,2,1,1,0.677419355,5,0.238095238,14,25,2,1,22,0,37,18,52,31,79.74193548,66.74193548,108.5,90.8,43.41935484,41,10.38709677,7,6.387096774,46.4,39,54.9,33.7,18.5,12.69032258,15.42622951,0,27.61983471,11,1,0,0.774193548,9,0.416666667,1,1,0,0,0,1,51,56,152,31,71.41935484,60.09677419,107.6,90.5,35.67741935,37.4516129,9.129032258,5.483870968,1.870967742,45.9,37.2,54.8,32.7,14.7,17.48314607,8.325581395,21.25531915,31.93548387,1
2003,Missouri,6,southern illinois,1,1,1,0.666666667,6,0.272727273,4,4,0,0,2,0,17,22,5,33,72.39393939,67.66666667,105.3,98.4,42.6969697,39.27272727,5.606060606,6.848484848,4.363636364,44.4,36.1,53.2,30.6,13.7,25.09803922,8.622222222,27.94642857,17.64516129,11,1,0,0.774193548,8,0.333333333,5,5,0,0,0,0,34,51,112,31,74.41935484,68.22580645,108.4,99.4,35.80645161,37.87096774,7.903225806,5.129032258,3.096774194,47,38.7,55.2,33.4,13.7,11.13513514,29.4516129,21.15322581,25.89041096,1
2003,Oklahoma St,6,penn,14,1,1,0.6875,3,0.318181818,13,33,1,0,34,0,22,24,11,32,69.5,62.625,101.1,91.1,39.53125,39.09375,8.9375,6.6875,5.375,44.8,36.6,52.3,40.3,12.7,15.22105263,21.25333333,23.796875,29.09375,11,1,0,0.785714286,10,0.5,14,14,0,0,1,1,59,50,206,28,69.92857143,60.03571429,108.6,93.2,35.42857143,33.89285714,7.107142857,6.857142857,2.071428571,46.6,41.3,58.2,36.5,14.9,2.076923077,15.75,18.2278481,22.20863309,1
2003,Indiana,7,alabama,5,1,1,0.617647059,6,0.19047619,3,3,1,0,2,0,47,36,43,34,69.88235294,67.05882353,106.4,102.1,39.11764706,39.82352941,4.294117647,6.294117647,5.147058824,42.6,34.9,53.7,41,13.8,30.50746269,6.25862069,20.64615385,30.64705882,10,1,0,0.586206897,4,0.176470588,5,8,0,0,3,0,38,42,20,29,69.03448276,65.06896552,104,98,40.93103448,37.51724138,6.482758621,5.344827586,3.862068966,42,32.2,51.6,36.4,12.1,13.25454545,23.9047619,16.06557377,25.39759036,1
2003,Memphis,7,arizona st,-13,0,0,0.766666667,9,0.347826087,3,15,1,0,3,0,26,26,77,30,74.4,66.43333333,105.6,94.3,42.8,38.73333333,7.2,7.266666667,5.066666667,43.5,34.4,52.2,37.8,16.4,16.16853933,23.81481481,20.5,16.3,10,0,0,0.625,6,0.25,5,11,0,0,2,0,32,34,14,32,77,70.53125,109.9,100.7,40.78125,35.46875,5.40625,5.84375,4.34375,48.2,32.4,55.1,45.2,15.8,20.89873418,19.72727273,6.541666667,21.83333333,1
2003,Michigan St,7,colorado,15,1,1,0.628571429,6,0.227272727,8,8,3,1,7,0,31,23,12,35,67.62857143,61.22857143,103.7,93.9,37.91428571,32.8,6.2,6.428571429,3.457142857,45.2,37.5,54.8,42.7,13.5,13.85185185,23.92465753,5.74,19.64285714,10,0,0,0.625,6,0.15,8,8,0,0,2,0,46,39,49,32,75.15625,70.34375,105,98.3,45.09375,40.40625,6.125,6.03125,6.6875,44.3,32.6,51.7,38.7,13.3,13.0955414,17.65,29.51428571,27.84375,1
2003,St Joseph's,7,auburn,-2,0,1,0.766666667,7,0.391304348,8,8,0,0,0,0,27,25,86,30,70.36666667,59.46666667,106.7,90.1,38.66666667,38.93333333,7.233333333,6.133333333,5.5,44.3,36.3,54.7,37.5,13.9,10.19277108,27.57142857,23.58252427,9.761904762,10,0,0,0.647058824,4,0.181818182,9,28,0,0,19,0,36,41,27,34,70.82352941,65.73529412,103.1,95.7,37.91176471,36.35294118,7.882352941,7.941176471,5.117647059,46.5,34.6,54.3,36.2,13.4,7.771428571,21.00657895,26.30882353,24.50943396,1
2003,California,8,nc state,2,1,1,0.709677419,6,0.318181818,7,26,0,0,7,0,33,38,68,31,74.22580645,70.03225806,105.3,99.3,38.61290323,38.03225806,6.548387097,5.774193548,2.806451613,46.6,37.4,54.6,33,15.7,10.65648855,27.46153846,18.1978022,28.61038961,9,1,0,0.580645161,5,0.222222222,7,10,0,0,0,0,53,46,45,31,72.4516129,68.25806452,107.4,101.1,34.80645161,35.29032258,7.677419355,7.451612903,3.225806452,45.6,35.6,57.3,38.2,14.7,8.75,24.01785714,27.26582278,32.93548387,1
2003,Cincinnati,8,gonzaga,-5,1,1,0.586206897,4,0.176470588,14,22,1,0,12,0,29,47,9,29,67.37931034,61.93103448,103,94.7,38.24137931,38.79310345,5.24137931,4.068965517,4.310344828,40.4,34.4,50.2,37,12.3,11.40764331,18.3125,21.01886792,34.8,9,1,1,0.727272727,7,0.416666667,4,4,0,0,1,0,43,37,92,33,77.51515152,69.06060606,110.6,98.5,40.63636364,34.60606061,6.606060606,6.909090909,3.515151515,46.8,37.6,57.2,44.6,15.8,12.46391753,20.8625,26.36,16.72727273,1
2003,LSU,8,purdue,-24,0,0,0.65625,8,0.19047619,6,12,0,0,2,1,39,32,57,32,72.6875,63.4375,106.9,93.3,37.28125,35.8125,7.96875,7.4375,4.125,48.2,37.7,56.2,35.8,16.1,16.85294118,17.57352941,4.564102564,25.84375,9,0,0,0.633333333,4,0.157894737,23,25,0,0,14,0,30,27,19,30,71.86666667,65.33333333,102.7,93.3,36.7,37.56666667,7.233333333,5.433333333,2.833333333,43.7,33.7,53.9,46.2,12,17.01680672,16.97058824,15.98387097,28.8,1
2003,Oregon,8,utah,-2,1,0,0.696969697,7,0.260869565,6,12,0,0,2,1,50,35,88,33,81.48484848,73.54545455,108.1,97.5,39.6969697,40.36363636,7.96969697,6.484848485,2.757575758,45.8,38.6,56.8,33.5,17.2,15.39215686,16.26041667,26.67175573,0,9,1,0,0.757575758,7,0.28,14,19,1,0,8,0,16,40,38,33,66.39393939,60.33333333,106.5,96.7,36.51515152,35.54545455,4.939393939,5.909090909,3.757575758,45.1,38.1,55.5,36.9,12.9,15.49193548,18.54285714,25.87878788,25.91269841,1
2003,Arizona,1,gonzaga,1,1,1,0.875,9,0.392857143,20,30,4,1,40,0,2,2,30,32,85.15625,70.6875,110.5,91.7,45.875,39.9375,8.5625,6.28125,4.25,46.1,35.3,54.9,36.8,17.8,15.40217391,17.79104478,2.2,29.41758242,9,1,1,0.727272727,7,0.416666667,4,4,0,0,1,0,43,37,92,33,77.51515152,69.06060606,110.6,98.5,40.63636364,34.60606061,6.606060606,6.909090909,3.515151515,46.8,37.6,57.2,44.6,15.8,12.46391753,20.8625,26.36,16.72727273,2
2003,Kentucky,1,utah,20,1,1,0.888888889,10,0.34375,6,12,1,1,7,1,1,1,15,36,77.27777778,64.13888889,111.7,92.7,39.83333333,33.80555556,7.805555556,6.25,4.888888889,48.8,35.6,56.6,35.2,15.9,6.984732824,18.4375,23.63636364,23.95833333,9,1,0,0.757575758,7,0.28,14,19,1,0,8,0,16,40,38,33,66.39393939,60.33333333,106.5,96.7,36.51515152,35.54545455,4.939393939,5.909090909,3.757575758,45.1,38.1,55.5,36.9,12.9,15.49193548,18.54285714,25.87878788,25.91269841,2
2003,Oklahoma,1,california,9,1,1,0.794117647,8,0.148148148,9,20,1,0,5,1,3,7,3,34,70.35294118,60.02941176,108.2,92.4,39.76470588,36.14705882,6.970588235,5.5,3.617647059,44.6,39.2,54,32.8,14.2,18.17346939,25.72,16.45528455,32.62857143,8,1,1,0.709677419,6,0.318181818,7,26,0,0,7,0,33,38,68,31,74.22580645,70.03225806,105.3,99.3,38.61290323,38.03225806,6.548387097,5.774193548,2.806451613,46.6,37.4,54.6,33,15.7,10.65648855,27.46153846,18.1978022,28.61038961,2
2003,Texas,1,purdue,10,1,1,0.787878788,8,0.269230769,5,16,0,0,8,0,4,6,4,33,79.33333333,69.6969697,112,98.4,45.09090909,38.3030303,6.242424242,6.909090909,3.666666667,44.6,35.6,53.5,39.8,14.5,12.58,19.84848485,21.26744186,8.487804878,9,0,0,0.633333333,4,0.157894737,23,25,0,0,14,0,30,27,19,30,71.86666667,65.33333333,102.7,93.3,36.7,37.56666667,7.233333333,5.433333333,2.833333333,43.7,33.7,53.9,46.2,12,17.01680672,16.97058824,15.98387097,28.8,2
2003,Florida,2,michigan st,-24,1,1,0.757575758,6,0.36,7,9,1,0,3,0,15,11,33,33,75.27272727,64.48484848,111.3,95.3,38.42424242,37.06060606,7.545454545,6.272727273,3.96969697,47.6,39,57.8,33,16.4,16.76100629,20.13636364,12.66666667,28.97916667,7,1,1,0.628571429,6,0.227272727,8,8,3,1,7,0,31,23,12,35,67.62857143,61.22857143,103.7,93.9,37.91428571,32.8,6.2,6.428571429,3.457142857,45.2,37.5,54.8,42.7,13.5,13.85185185,23.92465753,5.74,19.64285714,2
2003,Kansas,2,arizona st,32,1,1,0.789473684,8,0.266666667,15,15,3,0,13,0,6,3,6,38,82.65789474,66.86842105,111.4,90.1,44.81578947,36.81578947,9.815789474,6.894736842,5.052631579,49.4,33.5,55.6,37.8,17.2,8.037974684,26.36434109,11.97368421,32.98666667,10,0,0,0.625,6,0.25,5,11,0,0,2,0,32,34,14,32,77,70.53125,109.9,100.7,40.78125,35.46875,5.40625,5.84375,4.34375,48.2,32.4,55.1,45.2,15.8,20.89873418,19.72727273,6.541666667,21.83333333,2
2003,Pittsburgh,2,indiana,22,1,0,0.848484848,9,0.321428571,4,9,0,0,0,1,8,4,56,33,74.93939394,59.24242424,110.6,87.5,39.51515152,33.48484848,8.212121212,6.060606061,4.060606061,50.6,36.4,58.2,42.3,17.8,18.59375,15.43434343,21.8974359,29.921875,7,1,1,0.617647059,6,0.19047619,3,3,1,0,2,0,47,36,43,34,69.88235294,67.05882353,106.4,102.1,39.11764706,39.82352941,4.294117647,6.294117647,5.147058824,42.6,34.9,53.7,41,13.8,30.50746269,6.25862069,20.64615385,30.64705882,2
2003,Wake Forest,2,auburn,-6,1,1,0.806451613,8,0.28,2,10,0,0,3,0,7,13,36,31,77.80645161,67.80645161,111,96.7,44.32258065,34.35483871,6.483870968,7.580645161,4.612903226,45.3,34.1,55.7,45.7,14.2,13.94871795,31.29032258,2.4,23.51020408,10,0,0,0.647058824,4,0.181818182,9,28,0,0,19,0,36,41,27,34,70.82352941,65.73529412,103.1,95.7,37.91176471,36.35294118,7.882352941,7.941176471,5.117647059,46.5,34.6,54.3,36.2,13.4,7.771428571,21.00657895,26.30882353,24.50943396,2
2003,Duke,3,c michigan,26,1,1,0.787878788,8,0.153846154,23,28,9,3,33,1,12,8,32,33,81.12121212,69.63636364,110.6,94.9,39.60606061,38.39393939,8.666666667,6.242424242,5.393939394,45.3,36.3,55.6,45.2,13.5,14.85628743,23.4,36,17.7826087,11,0,0,0.78125,9,0.36,6,7,0,0,0,1,44,48,128,32,79.78125,73.3125,110.3,101.4,36.625,34.5,7.40625,8.4375,3.75,50.4,39,61.1,46,15.8,6.692982456,20.09302326,13.67307692,26.1796875,2
2003,Marquette,3,missouri,9,1,0,0.818181818,8,0.296296296,4,4,0,0,0,0,10,10,39,33,78.45454545,69.45454545,115.8,102.5,39.84848485,35.66666667,6,6.454545455,3.545454545,48.2,39.8,58,40.5,16.2,9,30.77192982,22.34210526,28.73684211,6,1,1,0.666666667,6,0.272727273,4,4,0,0,2,0,17,22,5,33,72.39393939,67.66666667,105.3,98.4,42.6969697,39.27272727,5.606060606,6.848484848,4.363636364,44.4,36.1,53.2,30.6,13.7,25.09803922,8.622222222,27.94642857,17.64516129,2
2003,Syracuse,3,oklahoma st,12,0,1,0.857142857,8,0.2,27,27,2,0,27,0,9,5,40,35,79.57142857,69.57142857,109.6,95.8,43.68571429,42.34285714,8.514285714,6.914285714,7.057142857,47.5,34.4,55,37.5,14.9,23.91447368,23.6,1.727272727,22.87142857,6,1,1,0.6875,3,0.318181818,13,33,1,0,34,0,22,24,11,32,69.5,62.625,101.1,91.1,39.53125,39.09375,8.9375,6.6875,5.375,44.8,36.6,52.3,40.3,12.7,15.22105263,21.25333333,23.796875,29.09375,2
2003,Xavier,3,maryland,-13,1,1,0.8125,9,0.384615385,2,3,0,0,0,0,20,17,71,32,77.5625,66.09375,111.3,94.8,42.34375,36.53125,5.34375,6.40625,2.96875,44.8,36.1,54.8,40.7,16.3,19.1023622,19.35135135,28.68918919,28.90243902,6,1,1,0.677419355,5,0.238095238,14,25,2,1,22,0,37,18,52,31,79.74193548,66.74193548,108.5,90.8,43.41935484,41,10.38709677,7,6.387096774,46.4,39,54.9,33.7,18.5,12.69032258,15.42622951,0,27.61983471,2
2003,Illinois,4,notre dame,-8,1,1,0.78125,8,0.2,3,10,0,0,3,1,18,12,55,32,74.625,61.5625,109.9,90.7,38.25,36.09375,7.09375,5.6875,3.125,47.9,36.6,57.4,33.6,18,23.56666667,16.58181818,2.903225806,26.74193548,5,1,1,0.705882353,4,0.291666667,3,8,0,0,2,0,14,14,7,34,79.17647059,71.29411765,109.1,98.2,41.61764706,42.5,7.294117647,6.823529412,5.558823529,44.6,38.5,55.7,36.7,16.4,17.26373626,25.87837838,15.671875,30.98701299,2
2003,Louisville,4,butler,-8,0,0,0.78125,6,0.36,2,17,4,1,14,1,11,9,26,32,81.625,68.65625,112.3,94.5,40.40625,39.09375,7.375,5.75,4.625,46.3,36.2,56.4,39.5,16.5,16.26190476,7.938271605,16.21100917,25.98913043,12,0,1,0.818181818,8,0.444444444,2,2,0,0,0,0,35,30,133,33,67.54545455,60.18181818,112.2,100,30.63636364,32.96969697,6.303030303,4.96969697,1.787878788,47.5,39.1,58.3,32.1,12.7,10.17241379,1,18.53153153,25.88965517,2
2003,Stanford,4,uconn,-11,1,1,0.727272727,7,0.291666667,17,25,1,0,14,0,21,29,28,33,72.45454545,67.57575758,105.2,98.2,41.60606061,37.42424242,5.363636364,6.515151515,3.575757576,44.2,35.6,53.2,35.1,14.6,7.853211009,25.86138614,19.22115385,35.09090909,5,1,0,0.696969697,6,0.260869565,17,31,1,1,20,0,28,19,47,33,79.45454545,71.24242424,108.3,97.1,45.6969697,42.81818182,5.818181818,7.545454545,7.545454545,46.9,38.6,54.4,35.7,15.2,14.58208955,23.90909091,18.15625,14.17741935,2
2003,Wisconsin,5,tulsa,1,1,1,0.75,7,0.25,2,19,0,0,0,0,25,16,59,32,70.3125,59.34375,111.1,93.8,35.125,33.53125,6.90625,4.6875,2.75,46.3,35.7,55.7,35.9,13.2,16.27966102,24.57303371,17.25,34.96875,13,1,0,0.696969697,9,0.347826087,2,2,0,0,0,1,64,57,124,33,73.42424242,65.3030303,106.3,94.5,40.12121212,38.09090909,7.333333333,6.787878788,4.818181818,46.5,36.7,55.6,32.8,14.8,7.363636364,19.02173913,33.84848485,26.9109589,2
2003,Arizona,1,notre dame,17,1,1,0.875,9,0.392857143,20,30,4,1,40,0,2,2,30,32,85.15625,70.6875,110.5,91.7,45.875,39.9375,8.5625,6.28125,4.25,46.1,35.3,54.9,36.8,17.8,15.40217391,17.79104478,2.2,29.41758242,5,1,1,0.705882353,4,0.291666667,3,8,0,0,2,0,14,14,7,34,79.17647059,71.29411765,109.1,98.2,41.61764706,42.5,7.294117647,6.823529412,5.558823529,44.6,38.5,55.7,36.7,16.4,17.26373626,25.87837838,15.671875,30.98701299,3
2003,Kentucky,1,wisconsin,6,1,1,0.888888889,10,0.34375,6,12,1,1,7,1,1,1,15,36,77.27777778,64.13888889,111.7,92.7,39.83333333,33.80555556,7.805555556,6.25,4.888888889,48.8,35.6,56.6,35.2,15.9,6.984732824,18.4375,23.63636364,23.95833333,5,1,1,0.75,7,0.25,2,19,0,0,0,0,25,16,59,32,70.3125,59.34375,111.1,93.8,35.125,33.53125,6.90625,4.6875,2.75,46.3,35.7,55.7,35.9,13.2,16.27966102,24.57303371,17.25,34.96875,3
2003,Oklahoma,1,butler,11,1,1,0.794117647,8,0.148148148,9,20,1,0,5,1,3,7,3,34,70.35294118,60.02941176,108.2,92.4,39.76470588,36.14705882,6.970588235,5.5,3.617647059,44.6,39.2,54,32.8,14.2,18.17346939,25.72,16.45528455,32.62857143,12,0,1,0.818181818,8,0.444444444,2,2,0,0,0,0,35,30,133,33,67.54545455,60.18181818,112.2,100,30.63636364,32.96969697,6.303030303,4.96969697,1.787878788,47.5,39.1,58.3,32.1,12.7,10.17241379,1,18.53153153,25.88965517,3
2003,Texas,1,uconn,4,1,1,0.787878788,8,0.269230769,5,16,0,0,8,0,4,6,4,33,79.33333333,69.6969697,112,98.4,45.09090909,38.3030303,6.242424242,6.909090909,3.666666667,44.6,35.6,53.5,39.8,14.5,12.58,19.84848485,21.26744186,8.487804878,5,1,0,0.696969697,6,0.260869565,17,31,1,1,20,0,28,19,47,33,79.45454545,71.24242424,108.3,97.1,45.6969697,42.81818182,5.818181818,7.545454545,7.545454545,46.9,38.6,54.4,35.7,15.2,14.58208955,23.90909091,18.15625,14.17741935,3
2003,Kansas,2,duke,4,1,1,0.789473684,8,0.266666667,15,15,3,0,13,0,6,3,6,38,82.65789474,66.86842105,111.4,90.1,44.81578947,36.81578947,9.815789474,6.894736842,5.052631579,49.4,33.5,55.6,37.8,17.2,8.037974684,26.36434109,11.97368421,32.98666667,3,1,1,0.787878788,8,0.153846154,23,28,9,3,33,1,12,8,32,33,81.12121212,69.63636364,110.6,94.9,39.60606061,38.39393939,8.666666667,6.242424242,5.393939394,45.3,36.3,55.6,45.2,13.5,14.85628743,23.4,36,17.7826087,3
2003,Pittsburgh,2,marquette,-3,1,0,0.848484848,9,0.321428571,4,9,0,0,0,1,8,4,56,33,74.93939394,59.24242424,110.6,87.5,39.51515152,33.48484848,8.212121212,6.060606061,4.060606061,50.6,36.4,58.2,42.3,17.8,18.59375,15.43434343,21.8974359,29.921875,3,1,0,0.818181818,8,0.296296296,4,4,0,0,0,0,10,10,39,33,78.45454545,69.45454545,115.8,102.5,39.84848485,35.66666667,6,6.454545455,3.545454545,48.2,39.8,58,40.5,16.2,9,30.77192982,22.34210526,28.73684211,3
2003,Syracuse,3,auburn,1,0,1,0.857142857,8,0.2,27,27,2,0,27,0,9,5,40,35,79.57142857,69.57142857,109.6,95.8,43.68571429,42.34285714,8.514285714,6.914285714,7.057142857,47.5,34.4,55,37.5,14.9,23.91447368,23.6,1.727272727,22.87142857,10,0,0,0.647058824,4,0.181818182,9,28,0,0,19,0,36,41,27,34,70.82352941,65.73529412,103.1,95.7,37.91176471,36.35294118,7.882352941,7.941176471,5.117647059,46.5,34.6,54.3,36.2,13.4,7.771428571,21.00657895,26.30882353,24.50943396,3
2003,maryland,6,michigan st,-2,1,1,0.677419355,5,0.238095238,14,25,2,1,22,0,37,18,52,31,79.74193548,66.74193548,108.5,90.8,43.41935484,41,10.38709677,7,6.387096774,46.4,39,54.9,33.7,18.5,12.69032258,15.42622951,0,27.61983471,7,1,1,0.628571429,6,0.227272727,8,8,3,1,7,0,31,23,12,35,67.62857143,61.22857143,103.7,93.9,37.91428571,32.8,6.2,6.428571429,3.457142857,45.2,37.5,54.8,42.7,13.5,13.85185185,23.92465753,5.74,19.64285714,3
2003,Arizona,1,kansas,-3,1,1,0.875,9,0.392857143,20,30,4,1,40,0,2,2,30,32,85.15625,70.6875,110.5,91.7,45.875,39.9375,8.5625,6.28125,4.25,46.1,35.3,54.9,36.8,17.8,15.40217391,17.79104478,2.2,29.41758242,2,1,1,0.789473684,8,0.266666667,15,15,3,0,13,0,6,3,6,38,82.65789474,66.86842105,111.4,90.1,44.81578947,36.81578947,9.815789474,6.894736842,5.052631579,49.4,33.5,55.6,37.8,17.2,8.037974684,26.36434109,11.97368421,32.98666667,4
2003,Kentucky,1,marquette,-14,1,1,0.888888889,10,0.34375,6,12,1,1,7,1,1,1,15,36,77.27777778,64.13888889,111.7,92.7,39.83333333,33.80555556,7.805555556,6.25,4.888888889,48.8,35.6,56.6,35.2,15.9,6.984732824,18.4375,23.63636364,23.95833333,3,1,0,0.818181818,8,0.296296296,4,4,0,0,0,0,10,10,39,33,78.45454545,69.45454545,115.8,102.5,39.84848485,35.66666667,6,6.454545455,3.545454545,48.2,39.8,58,40.5,16.2,9,30.77192982,22.34210526,28.73684211,4
2003,Oklahoma,1,syracuse,-16,1,1,0.794117647,8,0.148148148,9,20,1,0,5,1,3,7,3,34,70.35294118,60.02941176,108.2,92.4,39.76470588,36.14705882,6.970588235,5.5,3.617647059,44.6,39.2,54,32.8,14.2,18.17346939,25.72,16.45528455,32.62857143,3,0,1,0.857142857,8,0.2,27,27,2,0,27,0,9,5,40,35,79.57142857,69.57142857,109.6,95.8,43.68571429,42.34285714,8.514285714,6.914285714,7.057142857,47.5,34.4,55,37.5,14.9,23.91447368,23.6,1.727272727,22.87142857,4
2003,Texas,1,michigan st,9,1,1,0.787878788,8,0.269230769,5,16,0,0,8,0,4,6,4,33,79.33333333,69.6969697,112,98.4,45.09090909,38.3030303,6.242424242,6.909090909,3.666666667,44.6,35.6,53.5,39.8,14.5,12.58,19.84848485,21.26744186,8.487804878,7,1,1,0.628571429,6,0.227272727,8,8,3,1,7,0,31,23,12,35,67.62857143,61.22857143,103.7,93.9,37.91428571,32.8,6.2,6.428571429,3.457142857,45.2,37.5,54.8,42.7,13.5,13.85185185,23.92465753,5.74,19.64285714,4
2003,Texas,1,syracuse,-11,1,1,0.787878788,8,0.269230769,5,16,0,0,8,0,4,6,4,33,79.33333333,69.6969697,112,98.4,45.09090909,38.3030303,6.242424242,6.909090909,3.666666667,44.6,35.6,53.5,39.8,14.5,12.58,19.84848485,21.26744186,8.487804878,3,0,1,0.857142857,8,0.2,27,27,2,0,27,0,9,5,40,35,79.57142857,69.57142857,109.6,95.8,43.68571429,42.34285714,8.514285714,6.914285714,7.057142857,47.5,34.4,55,37.5,14.9,23.91447368,23.6,1.727272727,22.87142857,5
